file_name,index,label
AgGeCl3.cif,0,0.0
AgMgF3.cif,1,2.07
AgSnCl3.cif,2,0.0
AgZnF3.cif,3,1.55
BaLiBr3.cif,4,3.49
BaLiCl3.cif,5,4.29
BaLiF3.cif,6,6.58
CaAgCl3.cif,7,1.56
CaInI3.cif,8,2.54
CdInI3.cif,9,0.0
CsAlCl3.cif,10,0.0
CsBaCl3.cif,11,4.65
CsBeCl3.cif,12,2.28
CsCaBr3.cif,13,4.33
CsCaCl3.cif,14,5.27
CsCaF3.cif,15,6.89
CsCaI3.cif,16,3.72
CsCdBr3.cif,17,0.54
CsCdCl3.cif,18,1.71
CsCdF3.cif,19,3.12
CsCdI3.cif,20,0.0
CsGaBr3.cif,21,0.0
CsGaCl3.cif,22,0.0
CsGeI3.cif,23,0.64
CsHgCl3.cif,24,0.0
CsInBr3.cif,25,0.0
CsInCl3.cif,26,0.0
CsMgBr3.cif,27,2.48
CsMgCl3.cif,28,3.93
CsMgF3.cif,29,6.69
CsMgI3.cif,30,1.14
CsNaF3.cif,31,0.0
CsPbBr3.cif,32,1.67
CsPbCl3.cif,33,2.19
CsPbF3.cif,34,2.87
CsPbI3.cif,35,1.48
CsSnBr3.cif,36,0.63
CsSnCl3.cif,37,0.99
CsSnF3.cif,38,1.62
CsSnI3.cif,39,0.46
CsSrBr3.cif,40,4.17
CsSrCl3.cif,41,4.97
CsSrF3.cif,42,6.19
CsSrI3.cif,43,3.61
CsTlBr3.cif,44,0.0
CsTlF3.cif,45,0.0
CsZnBr3.cif,46,0.0
CsZnCl3.cif,47,1.26
CsZnF3.cif,48,3.46
CsZnI3.cif,49,0.0
HgBiCl3.cif,50,1.02
InCaBr3.cif,51,3.1
InCaCl3.cif,52,3.77
InCaF3.cif,53,3.58
InCdBr3.cif,54,0.81
InCdCl3.cif,55,1.84
InCdF3.cif,56,3.21
InGaCl3.cif,57,0.0
InGeBr3.cif,58,0.53
InGeCl3.cif,59,0.88
InGeI3.cif,60,0.42
InHgI3.cif,61,0.0
InMgCl3.cif,62,3.58
InMgF3.cif,63,2.9
InPbBr3.cif,64,1.57
InPbCl3.cif,65,1.71
InPbF3.cif,66,1.62
InPbI3.cif,67,1.39
InSnBr3.cif,68,0.5
InSnCl3.cif,69,0.64
InSnF3.cif,70,0.54
InSnI3.cif,71,0.3
InZnF3.cif,72,2.74
KCaBr3.cif,73,3.89
KCaCl3.cif,74,4.75
KCaF3.cif,75,6.14
KCdBr3.cif,76,0.75
KCdCl3.cif,77,1.79
KCdF3.cif,78,3.06
KCdI3.cif,79,0.0
KGaBr3.cif,80,0.0
KGaCl3.cif,81,0.0
KGaF3.cif,82,0.0
KGeBr3.cif,83,0.6
KGeI3.cif,84,0.52
KHgBr3.cif,85,0.0
KHgCl3.cif,86,0.0
KHgI3.cif,87,0.0
KInCl3.cif,88,0.0
KLiF3.cif,89,0.0
KMgBr3.cif,90,2.65
KMgCl3.cif,91,4.23
KMgF3.cif,92,6.98
KMgI3.cif,93,1.28
KPbBr3.cif,94,1.72
KPbCl3.cif,95,2.15
KPbI3.cif,96,1.44
KSnI3.cif,97,0.39
KSrCl3.cif,98,4.43
KSrF3.cif,99,5.45
KTlF3.cif,100,0.0
KZnBr3.cif,101,0.13
KZnF3.cif,102,3.65
LiGaBr3.cif,103,0.0
LiGaI3.cif,104,0.0
LiGeCl3.cif,105,1.44
LiZnF3.cif,106,3.12
MgInBr3.cif,107,0.0
MgTlBr3.cif,108,0.0
NaCaCl3.cif,109,3.85
NaCaF3.cif,110,4.97
NaGeCl3.cif,111,2.21
NaMgCl3.cif,112,4.1
NaMgF3.cif,113,5.95
NaPbCl3.cif,114,2.12
NaSnBr3.cif,115,1.2
NaSnCl3.cif,116,1.89
NaZnF3.cif,117,3.19
PbLiF3.cif,118,3.88
RbBaCl3.cif,119,4.32
RbBaI3.cif,120,3.22
RbBrCl3.cif,121,0.0
RbCaBr3.cif,122,4.06
RbCaCl3.cif,123,4.95
RbCaF3.cif,124,6.38
RbCaI3.cif,125,3.44
RbCdBr3.cif,126,0.71
RbCdCl3.cif,127,1.76
RbCdF3.cif,128,3.13
RbCdI3.cif,129,0.0
RbGaBr3.cif,130,0.0
RbGaCl3.cif,131,0.0
RbHgBr3.cif,132,0.0
RbHgF3.cif,133,0.58
RbInCl3.cif,134,0.0
RbLiF3.cif,135,0.0
RbMgBr3.cif,136,2.58
RbMgCl3.cif,137,4.11
RbMgF3.cif,138,6.95
RbMgI3.cif,139,1.16
RbPbBr3.cif,140,1.74
RbPbCl3.cif,141,2.17
RbPbI3.cif,142,1.45
RbSnBr3.cif,143,0.58
RbSnI3.cif,144,0.42
RbSrBr3.cif,145,3.87
RbSrCl3.cif,146,4.61
RbSrF3.cif,147,5.69
RbSrI3.cif,148,0.99
RbTlBr3.cif,149,0.0
RbTlCl3.cif,150,0.0
RbTlF3.cif,151,0.0
RbZnBr3.cif,152,0.1
RbZnF3.cif,153,0.0
SnLiF3.cif,154,2.99
SnTlF3.cif,155,0.63
SrInBr3.cif,156,3.11
SrLiF3.cif,157,7.22
SrTlCl3.cif,158,0.0
TlCaBr3.cif,159,3.23
TlCaCl3.cif,160,3.93
TlCaF3.cif,161,4.47
TlCaI3.cif,162,2.52
TlCdBr3.cif,163,0.8
TlCdCl3.cif,164,1.83
TlCdF3.cif,165,3.83
TlCdI3.cif,166,0.0
TlGeBr3.cif,167,0.56
TlGeF3.cif,168,1.46
TlGeI3.cif,169,0.44
TlHgBr3.cif,170,0.0
TlHgF3.cif,171,1.35
TlHgI3.cif,172,0.0
TlInCl3.cif,173,0.0
TlMgCl3.cif,174,4.2
TlMgF3.cif,175,4.23
TlPbBr3.cif,176,1.71
TlPbCl3.cif,177,1.86
TlPbF3.cif,178,1.73
TlPbI3.cif,179,1.4
TlSnBr3.cif,180,0.51
TlSrF3.cif,181,4.38
TlZnBr3.cif,182,0.21
TlZnF3.cif,183,3.97
CsHgF3.cif,184,0.7
CsBaF3.cif,185,5.23
KHgF3.cif,186,0.62
KBaCl3.cif,187,4.17
CsBaBr3.cif,188,3.53
RbBaF3.cif,189,4.71
CsBaI3.cif,190,3.5
CsGeBr3.cif,191,1.58
CsBrCl3.cif,192,0.0
RbInBr3.cif,193,0.0
RbHgCl3.cif,194,0.0
KGeCl3.cif,195,0.88
KInBr3.cif,196,0.0
TlGeCl3.cif,197,0.88
RbSnF3.cif,198,2.08
NaHgF3.cif,199,0.46
CsHgI3.cif,200,0.0
CsGeCl3.cif,201,1.07
RbGeBr3.cif,202,1.54
RbGeCl3.cif,203,0.96
NaCdF3.cif,204,2.67
NaPbF3.cif,205,2.08
NaSnF3.cif,206,1.23
CsGeF3.cif,207,2.36
RbGeF3.cif,208,2.36
KPbF3.cif,209,3.1
KSnF3.cif,210,2.07
CdAgF3.cif,211,1.13
ZnAgCl3.cif,212,1.45
RbHgI3.cif,213,0.0
KGeF3.cif,214,2.34
KBeF3.cif,215,7.6
KZnCl3.cif,216,1.47
TlSnI3.cif,217,0.32
KSnBr3.cif,218,0.54
CsBeF3.cif,219,5.31
RbBeF3.cif,220,6.86
KSnCl3.cif,221,1.62
LiCdF3.cif,222,2.64
RbZnCl3.cif,223,1.39
TlHgCl3.cif,224,0.0
CdAgCl3.cif,225,1.37
MgAgCl3.cif,226,1.65
NaCdCl3.cif,227,1.83
NaHgCl3.cif,228,0.0
NaZnCl3.cif,229,1.58
TlZnCl3.cif,230,1.51
ZnInCl3.cif,231,0.96
CsHgBr3.cif,232,0.0
RbPbF3.cif,233,0.9
RbGeI3.cif,234,1.45
