,compound,OQMD_id,OQMD_hf,DFT_hf,DFT_corrected_hf,POTCAR,SPIN
267,KCuCl3,1432021,-1.30097268,-1.0905175939999996,-1.3035175939999994,pp_mismatch,Non-magnetic
268,KCuF3,1706426,-2.32743353,-2.153608169999999,-2.295808169999999,pp_mismatch,Non-magnetic
269,KDyBr3,1728490,-1.73071381,-1.5359298259999998,-1.709329826,pp_match,Magnetic
270,KDyCl3,1725989,-2.05275976,-1.8226001420000002,-2.0356001420000003,pp_match,Magnetic
271,KDyF3,1709177,-3.2600753,-3.067051614000001,-3.2092516140000003,pp_match,Magnetic
272,KEuBr3,1728491,-2.17327245,-3.55203588,-3.72543588,pp_mismatch,Magnetic
273,KEuF3,1713419,-3.7907545,-4.874627498000001,-5.0168274980000005,pp_mismatch,Magnetic
274,KEuI3,1728523,-1.68064538,-3.1671392040000006,-3.2661392040000004,pp_mismatch,Magnetic
275,KFeBr3,1548915,-1.07650285,-0.8809316260000002,-1.0543316260000002,pp_mismatch,Magnetic
276,KFeCl3,1549277,-1.39025822,-1.158760484,-1.3717604840000002,pp_mismatch,Magnetic
277,KGaBr3,1575353,-1.27776162,-1.0720693339999994,-1.2454693339999998,pp_match,Non-magnetic
278,KGdBr3,1728475,-1.74845332,-3.506831216,-3.680231216,pp_mismatch,Magnetic
279,KGdCl3,1728517,-2.06573078,-3.7790884499999997,-3.99208845,pp_mismatch,Magnetic
280,KGdF3,1722768,-3.26175851,-4.999534196000001,-5.141734196,pp_mismatch,Magnetic
281,KGeBr3,1575382,-1.23143299,-1.031441462,-1.2048414620000003,pp_match,Non-magnetic
282,KGeCl3,1549303,-1.47790925,-1.2416041300000003,-1.4546041299999999,pp_match,Non-magnetic
283,KGeF3,1710597,-2.56017145,-2.357425064,-2.499625064,pp_match,Non-magnetic
284,KGeI3,1709298,-0.84497474,-0.720345198,-0.8193451979999999,pp_match,Non-magnetic
285,KHgBr3,1711902,-1.09158328,-0.8933097999999997,-1.0511097999999999,pp_match,Non-magnetic
286,KHgCl3,1722732,-1.29584494,-1.05958039,-1.25698039,pp_match,Non-magnetic
287,KHgF3,1364371,-2.17098948,-1.964107556,-2.090707556,pp_match,Non-magnetic
288,KHgI3,1722776,-0.75679076,-0.636247102,-0.7196471019999999,pp_match,Non-magnetic
289,KInBr3,1575328,-1.32271507,-1.1083296759999997,-1.2817296759999997,pp_match,Non-magnetic
290,KLaBr3,1728471,-1.81002091,-1.6196673880000003,-1.7930673880000005,pp_match,Magnetic
291,KLaCl3,1725957,-2.10525631,-1.8791638659999998,-2.092163866,pp_match,Magnetic
292,KLaF3,1710599,-3.30297541,-3.1101589360000004,-3.2523589360000003,pp_match,Magnetic
293,KLaI3,1722778,-1.36845931,-1.2539238220000009,-1.3529238220000006,pp_match,Magnetic
294,KMgBr3,1713240,-1.74907414,-1.560467252,-1.7338672520000002,pp_mismatch,Non-magnetic
295,KMgCl3,1346718,-2.10910134,-1.8819628759999998,-2.094962876,pp_mismatch,Non-magnetic
296,KMgF3,5646,-3.53545417,-3.3248943539999996,-3.4670943539999994,pp_mismatch,Non-magnetic
297,KMnBr3,1575337,-1.33668146,-1.1465853000000004,-1.3199853000000008,pp_mismatch,Magnetic
298,KMnCl3,1575685,-1.64906481,-1.4220380320000001,-1.6350380320000002,pp_mismatch,Magnetic
299,KMnF3,6890,-2.81857533,-2.6201083680000004,-2.7623083680000002,pp_mismatch,Magnetic
300,KMnI3,1722779,-0.88053972,-0.7658630240000002,-0.8648630239999999,pp_mismatch,Magnetic
301,KMoF3,1711909,-2.05355679,-1.901278548,-2.043478548,pp_match,Magnetic
302,KMoI3,1722780,-0.47178583,-0.37382053200000076,-0.47282053200000007,pp_match,Magnetic
303,KNdCl3,1725981,-2.06469564,-1.837794926,-2.050794926,pp_match,Magnetic
304,KNdF3,1710595,-3.22027503,-3.0300856100000004,-3.1722856100000003,pp_match,Magnetic
305,KNdI3,1722781,-1.31740947,-1.2016939539999996,-1.3006939539999993,pp_match,Magnetic
306,KNiBr3,1575356,-1.03368706,-0.8301002339999997,-1.003500234,pp_mismatch,Magnetic
307,KNiCl3,1549230,-1.2955403,-1.0577213359999997,-1.2707213359999998,pp_mismatch,Magnetic
308,KNiF3,6891,-2.38543059,-2.173564112,-2.315764112,pp_mismatch,Magnetic
309,KPbBr3,1711931,-1.3964385,-1.1874558899999998,-1.3608558899999998,pp_match,Non-magnetic
310,KPbCl3,1383547,-1.64037612,-1.3952097399999999,-1.60820974,pp_match,Non-magnetic
311,KPbF3,1709223,-2.47284393,-2.262275738,-2.404475738,pp_match,Non-magnetic
312,KPbI3,1711890,-1.00812342,-0.8747818880000002,-0.973781888,pp_match,Non-magnetic
313,KPdBr3,1549016,-1.08112424,-0.9082773340000001,-1.081677334,pp_match,Non-magnetic
314,KPdCl3,1549291,-1.28540383,-1.0791773780000002,-1.2921773780000003,pp_match,Non-magnetic
315,KPdF3,13108,-2.09003774,-1.9228724380000006,-2.0650724380000005,pp_match,Non-magnetic
316,KPrBr3,1728476,-1.7622304,-1.5721350220000003,-1.7455350220000003,pp_match,Magnetic
317,KPrCl3,1728519,-2.06163297,-1.835833312,-2.048833312,pp_match,Magnetic
318,KPrF3,1711910,-3.21682941,-3.0272547840000006,-3.1694547840000005,pp_match,Magnetic
319,KPrI3,1722782,-1.32148358,-1.20705772,-1.3060577199999994,pp_match,Magnetic
320,KPtCl3,1722705,-1.1434146,-0.9343818439999998,-1.1473818439999999,pp_match,Magnetic
321,KPtF3,1706401,-1.79768274,-1.623032716,-1.7652327159999999,pp_match,Magnetic
322,KRhBr3,1728492,-0.95326146,-0.7621568740000004,-0.9355568740000004,pp_mismatch,Magnetic
323,KRhF3,1713481,-2.01930039,-1.8323012600000004,-1.9745012600000003,pp_mismatch,Magnetic
324,KSmBr3,1728493,-1.75642005,-1.560019768,-1.733419768,pp_match,Magnetic
325,KSmCl3,1711942,-2.06595628,-1.8341709979999998,-2.047170998,pp_match,Magnetic
326,KSmF3,1706433,-3.24397744,-3.049252344,-3.191452344,pp_match,Magnetic
327,KSnBr3,1711893,-1.35012693,-1.12030145,-1.3161014500000001,pp_match,Non-magnetic
328,KSnCl3,1711907,-1.58954016,-1.3233686100000002,-1.55876861,pp_match,Non-magnetic
329,KSnF3,1709224,-2.63016851,-2.3970593760000005,-2.561659376,pp_match,Non-magnetic
330,KSnI3,1711865,-0.96835189,-0.8139647220000006,-0.9353647220000001,pp_match,Non-magnetic
331,KSrCl3,1385520,-2.41232814,-2.1855548879999995,-2.3985548879999996,pp_match,Non-magnetic
332,KSrF3,1384841,-3.55645559,-3.362493164,-3.504693164,pp_match,Non-magnetic
333,KTiCl3,1722737,-1.80163477,-1.581618948,-1.807418948,pp_mismatch,Magnetic
334,KTiF3,1706427,-3.00990647,-2.812482826,-2.9674828259999995,pp_mismatch,Magnetic
335,KTmCl3,1250734,-2.02518843,-1.8083544660000004,-2.0213544660000005,pp_match,Magnetic
336,KTmF3,1706434,-3.27661574,-3.093108688,-3.235308688,pp_match,Magnetic
337,KVBr3,1711911,-1.28652998,-1.1223806279999993,-1.2957806279999997,pp_mismatch,Magnetic
338,KVCl3,1549306,-1.62409055,-1.42477315,-1.6377731500000001,pp_mismatch,Magnetic
339,KVF3,5465,-2.85942374,-2.690502252,-2.832702252,pp_mismatch,Magnetic
340,KYF3,1713421,-3.25854709,-3.0946070600000004,-3.2368070600000003,pp_match,Magnetic
341,KYbBr3,1711879,-2.14031254,-1.94880528,-2.12220528,pp_match,Non-magnetic
342,KYbCl3,1711939,-2.49019575,-2.2643874999999998,-2.4773875,pp_match,Non-magnetic
343,KYbF3,1706435,-3.83940725,-3.660507962,-3.802707962,pp_match,Non-magnetic
344,KYbI3,1728520,-1.62874635,-1.5112860960000003,-1.610286096,pp_match,Non-magnetic
345,KZnBr3,1713482,-1.32095785,-1.1060531840000003,-1.2794531840000003,pp_match,Non-magnetic
346,KZnCl3,1710675,-1.61670383,-1.365017076,-1.578017076,pp_match,Non-magnetic
347,KZnF3,4219,-2.78903541,-2.5688163500000005,-2.7110163500000004,pp_match,Non-magnetic
348,LiAsI3,1535068,-0.35389294,-0.25999787800000007,-0.3589978779999998,pp_match,Non-magnetic
349,LiCaF3,1713422,-3.38316771,-3.178721194,-3.320921194,pp_mismatch,Non-magnetic
350,LiCdF3,1713244,-2.3541202,-2.1417045360000007,-2.2839045360000005,pp_match,Non-magnetic
351,LiCoF3,1711900,-2.17823609,-1.9918498020000004,-2.1340498020000003,pp_match,Magnetic
352,LiCuF3,1722755,-2.11644226,-1.952825508,-2.095025508,pp_mismatch,Non-magnetic
353,LiGeI3,1711977,-0.50834542,-0.3933498320000002,-0.49234983199999993,pp_match,Non-magnetic
354,LiHgF3,1711898,-1.83878909,-1.641713932,-1.7683139319999999,pp_match,Non-magnetic
355,LiMgF3,1713232,-3.34943296,-3.140373146,-3.282573146,pp_mismatch,Non-magnetic
356,LiMnF3,1713247,-2.54629762,-2.3565916939999996,-2.4987916939999995,pp_mismatch,Magnetic
357,LiNiF3,1713492,-2.16965603,-1.9688090760000003,-2.111009076,pp_mismatch,Magnetic
358,LiPdF3,1711872,-1.79673007,-1.6423346620000006,-1.7845346620000004,pp_match,Non-magnetic
359,LiTmF3,1722756,-3.24262411,-3.066798350000001,-3.2089983500000008,pp_match,Magnetic
360,LiVF3,1711853,-2.60414524,-2.444405294,-2.586605294,pp_mismatch,Magnetic
361,LiYbF3,1711958,-3.55586093,-3.386322962,-3.528522962,pp_match,Non-magnetic
362,LiZnCl3,1722757,-1.31658972,-1.0745585380000002,-1.2875585379999999,pp_match,Non-magnetic
363,LiZnF3,1709257,-2.55435997,-2.343596144,-2.485796144,pp_match,Non-magnetic
364,NaAgF3,1713233,-1.92341314,-1.726827518,-1.8872275179999998,pp_match,Non-magnetic
365,NaCaF3,1713234,-3.50677647,-3.2804100320000003,-3.440810032,pp_mismatch,Non-magnetic
366,NaCdCl3,1725941,-1.4577038,-1.19408168,-1.4252816799999999,pp_match,Non-magnetic
367,NaCdF3,1709164,-2.49182127,-2.2596277540000003,-2.420027754,pp_match,Non-magnetic
368,NaCeF3,1711854,-3.21162449,-3.2584844619999997,-3.4188844619999994,pp_mismatch,Magnetic
369,NaCoCl3,1725942,-1.1185436,-0.8775675119999997,-1.1087675119999996,pp_match,Magnetic
370,NaCoF3,1706388,-2.3143655,-2.1078972940000003,-2.2682972940000004,pp_match,Magnetic
371,NaCrCl3,1725943,-1.44340377,-1.2131190539999999,-1.4443190540000002,pp_mismatch,Magnetic
372,NaCrF3,1706389,-2.61817208,-2.416691634000001,-2.577091634000001,pp_mismatch,Magnetic
373,NaCuCl3,1725944,-1.16783353,-0.948807908,-1.1800079079999999,pp_mismatch,Non-magnetic
374,NaCuF3,1710589,-2.22417393,-2.041365496,-2.201765496,pp_mismatch,Non-magnetic
375,NaDyF3,1713235,-3.30048786,-3.097537024,-3.2579370240000003,pp_match,Magnetic
376,NaFeCl3,1725945,-1.24474807,-1.0034011039999995,-1.2346011039999998,pp_mismatch,Magnetic
377,NaGeI3,1711978,-0.6698081,-0.5347804360000001,-0.6519804360000001,pp_match,Non-magnetic
378,NaHgCl3,1725946,-1.12114465,-0.8742609459999999,-1.089860946,pp_match,Non-magnetic
379,NaHgF3,1706391,-1.97584294,-1.7591051480000002,-1.903905148,pp_match,Non-magnetic
380,NaLaF3,1711857,-3.30405374,-3.1027556859999996,-3.2631556859999997,pp_match,Magnetic
381,NaMgBr3,1713236,-1.58651278,-1.38666735,-1.5782673500000004,pp_mismatch,Non-magnetic
382,NaMgCl3,1710590,-1.95990158,-1.721198228,-1.9523982279999998,pp_mismatch,Non-magnetic
383,NaMgF3,21841,-3.47099942,-3.24456142,-3.4049614200000002,pp_mismatch,Non-magnetic
384,NaMnCl3,1725947,-1.49355469,-1.2560018379999995,-1.4872018379999998,pp_mismatch,Magnetic
385,NaMnF3,1347280,-2.69807927,-1.9771618960000001,-2.1375618960000002,pp_mismatch,Non-magnetic
386,NaMoF3,1711858,-1.94004481,-1.782039976,-1.9424399760000002,pp_match,Magnetic
387,NaNdF3,1711859,-3.24210543,-3.041696376000001,-3.2020963760000005,pp_match,Magnetic
388,NaNiCl3,1725948,-1.17346103,-0.9258721779999997,-1.157072178,pp_mismatch,Magnetic
389,NaNiF3,1386221,-2.30608022,-2.054095352,-2.214495352,pp_mismatch,Non-magnetic
390,NaPbF3,1709166,-2.46659165,-2.2444254440000004,-2.4048254440000005,pp_match,Non-magnetic
391,NaPdF3,1709167,-1.93106774,-1.7576748880000004,-1.918074888,pp_match,Non-magnetic
392,NaPrF3,1711860,-3.22844302,-3.0286025660000004,-3.189002566,pp_match,Magnetic
393,NaRhF3,1713237,-1.87518058,-1.682148444,-1.8425484439999997,pp_mismatch,Magnetic
394,NaSmF3,1706392,-3.26599046,-3.061519904,-3.221919904,pp_match,Magnetic
395,NaSnF3,1709168,-2.45523723,-2.2116475540000007,-2.394447554,pp_match,Non-magnetic
396,NaTiCl3,1725949,-1.62993371,-1.3994473100000002,-1.64344731,pp_mismatch,Magnetic
397,NaTiF3,1706393,-2.9135323,-2.711178288000001,-2.8843782880000006,pp_mismatch,Magnetic
398,NaTmF3,1706394,-3.32977137,-3.1351650740000006,-3.2955650740000006,pp_match,Magnetic
399,NaVBr3,1711861,-1.12946469,-0.9541366819999997,-1.145736682,pp_mismatch,Magnetic
400,NaVCl3,1709169,-1.47547477,-1.2653571499999998,-1.4965571500000001,pp_mismatch,Magnetic
401,NaVF3,11333,-2.72841141,-2.5493074180000006,-2.7097074180000007,pp_mismatch,Magnetic
402,NaYbCl3,1725950,-2.31288173,-2.0773849699999998,-2.30858497,pp_match,Non-magnetic
403,NaYbF3,1706395,-3.68352005,-3.49602759,-3.65642759,pp_match,Non-magnetic
404,NaZnCl3,1725951,-1.47109433,-1.2091262839999999,-1.4403262839999997,pp_match,Non-magnetic
405,NaZnF3,1345861,-2.69850193,-2.4681229860000005,-2.6285229860000006,pp_match,Non-magnetic
406,NdLiF3,1713546,-3.2637507,-3.092013228000001,-3.2342132280000007,pp_match,Magnetic
407,PbAgF3,1726023,-1.56622508,-1.351032366,-1.493232366,pp_match,Non-magnetic
408,PbLiCl3,1726025,-1.44968071,-1.2158691980000005,-1.4288691980000001,pp_match,Non-magnetic
409,PbLiF3,1710711,-2.78381985,-2.5923034040000004,-2.7345034040000002,pp_match,Non-magnetic
410,PbRbF3,686127,-1.83741161,-1.6277025700000003,-1.7699025700000002,pp_match,Non-magnetic
411,RbAgBr3,1431758,-1.08314886,-0.8871100539999999,-1.0605100539999999,pp_match,Non-magnetic
412,RbAgCl3,1432183,-1.27820152,-1.0478364509999998,-1.2608364509999999,pp_match,Non-magnetic
413,RbAgI3,1718004,-0.77435626,-0.651548332,-0.7505483319999997,pp_match,Non-magnetic
414,RbBaBr3,1722767,-2.1246195,-1.944780888,-2.118180888,pp_match,Non-magnetic
415,RbBaCl3,1348737,-2.40844509,-2.192518814,-2.405518814,pp_match,Non-magnetic
416,RbBaF3,1388074,-3.45329474,-3.2703895460000005,-3.4125895460000004,pp_match,Non-magnetic
417,RbBaI3,1722731,-1.68494396,-1.5809370560000002,-1.679937056,pp_match,Non-magnetic
418,RbCF3,1713246,-1.03524858,-0.8564822080000001,-0.998682208,pp_match,Non-magnetic
419,RbCI3,1711979,0.27904229,0.3793517460000002,0.280351746,pp_match,Non-magnetic
420,RbCaBr3,1385570,-2.14008351,-1.9480467639999999,-2.121446764,pp_mismatch,Non-magnetic
421,RbCaCl3,1348396,-2.46878643,-2.2393133419999995,-2.4523133419999996,pp_mismatch,Non-magnetic
422,RbCaF3,1345106,-3.70971769,-3.5042185320000003,-3.646418532,pp_mismatch,Non-magnetic
423,RbCdBr3,1711957,-1.40145189,-1.1893713759999995,-1.362771376,pp_match,Non-magnetic
424,RbCdCl3,1346263,-1.661912,-1.412989874,-1.6259898739999996,pp_match,Non-magnetic
425,RbCdF3,646369,-2.68020515,-2.462571058,-2.604771058,pp_match,Non-magnetic
426,RbCdI3,1709291,-0.99718494,-0.8615363039999999,-0.9605363040000001,pp_match,Non-magnetic
427,RbCeBr3,1718093,-1.80319884,-1.8218655840000002,-1.9952655840000002,pp_mismatch,Magnetic
428,RbCeCl3,1718070,-2.09648217,-2.084811846,-2.297811846,pp_mismatch,Magnetic
429,RbCeF3,1711912,-3.19862693,-3.2810935060000004,-3.4232935060000003,pp_mismatch,Magnetic
430,RbCeI3,1709292,-1.37177866,-1.4534099820000002,-1.552409982,pp_mismatch,Magnetic
431,RbCoBr3,1718050,-0.97847196,-0.7884937939999994,-0.9618937939999999,pp_match,Magnetic
432,RbCoCl3,1722733,-1.26470604,-1.037998944,-1.2509989439999996,pp_match,Magnetic
433,RbCoF3,1706436,-2.38426278,-2.190664656,-2.332864656,pp_match,Magnetic
434,RbCrBr3,1546707,-1.30104847,-1.1209196799999996,-1.2943196799999996,pp_mismatch,Magnetic
435,RbCrCl3,1432126,-1.6079849,-0.9263609010000002,-1.1393609010000003,pp_mismatch,Non-magnetic
436,RbCrF3,1430261,-2.71216129,-2.1313418410000007,-2.2735418410000006,pp_mismatch,Non-magnetic
437,RbCuBr3,1546603,-1.07269111,-0.9006720259999996,-1.074072026,pp_mismatch,Non-magnetic
438,RbCuCl3,1549169,-1.30708466,-1.101100524,-1.3141005239999997,pp_mismatch,Non-magnetic
439,RbCuF3,1706466,-2.29966911,-2.1303456099999996,-2.2725456099999994,pp_mismatch,Non-magnetic
440,RbCuI3,1432817,-0.716951,-0.6198653549999995,-0.7188653549999997,pp_mismatch,Non-magnetic
441,RbDyBr3,1718040,-1.76727248,-1.5769853079999998,-1.7503853080000003,pp_match,Magnetic
442,RbDyCl3,1718052,-2.08786317,-1.8619203,-2.0749203,pp_match,Magnetic
443,RbDyF3,1706467,-3.24497634,-3.055686942,-3.197886942,pp_match,Magnetic
444,RbDyI3,1711980,-1.310775,-1.195894918,-1.2948949180000002,pp_match,Magnetic
445,RbEuBr3,1718041,-2.21715541,-3.5984029599999996,-3.77180296,pp_mismatch,Magnetic
446,RbEuCl3,1383413,-2.54788525,-3.0602851360000005,-3.273285136,pp_mismatch,Non-magnetic
447,RbEuF3,1347264,-3.83374541,-4.054084970000001,-4.196284970000001,pp_mismatch,Non-magnetic
448,RbFeBr3,1546709,-1.10064079,-0.9095809839999998,-1.0829809839999998,pp_mismatch,Magnetic
449,RbFeCl3,1549197,-1.40551705,-1.1782747640000002,-1.3912747640000003,pp_mismatch,Magnetic
450,RbGaBr3,1543248,-1.3105318,-1.1093175579999999,-1.2827175580000003,pp_match,Non-magnetic
451,RbGdBr3,1718011,-1.78674985,-3.54595652,-3.71935652,pp_mismatch,Magnetic
452,RbGdCl3,1718077,-2.10188828,-3.8195916699999994,-4.0325916699999995,pp_mismatch,Magnetic
453,RbGdF3,1706469,-3.24344324,-4.987134606000001,-5.1293346060000005,pp_mismatch,Magnetic
454,RbGdI3,1711971,-1.33508955,-3.172085924,-3.271085924,pp_mismatch,Magnetic
455,RbGeBr3,1706478,-1.26864479,-1.073019066,-1.246419066,pp_match,Non-magnetic
456,RbGeCl3,1706479,-1.5126383,-1.280698116,-1.493698116,pp_match,Non-magnetic
457,RbGeF3,1709202,-2.57657388,-2.378245434,-2.520445434,pp_match,Non-magnetic
458,RbGeI3,7217,-0.8852142,-0.7650238160000002,-0.864023816,pp_match,Non-magnetic
459,RbHgBr3,1709211,-1.13005848,-0.9363298259999997,-1.094129826,pp_match,Non-magnetic
460,RbHgCl3,1549160,-1.33286141,-1.100939564,-1.298339564,pp_match,Non-magnetic
461,RbHgF3,3032,-2.18316526,-1.9808998580000003,-2.107499858,pp_match,Non-magnetic
462,RbHgI3,1709289,-0.79833711,-0.6823548180000001,-0.765754818,pp_match,Non-magnetic
463,RbInBr3,1543207,-1.36295353,-1.1530993179999998,-1.3264993179999998,pp_match,Non-magnetic
464,RbLaBr3,1722786,-1.85151775,-1.66554935,-1.8389493500000005,pp_match,Magnetic
465,RbLaCl3,1718073,-2.14295349,-1.9211626760000002,-2.134162676,pp_match,Magnetic
466,RbLaF3,1709283,-3.29484287,-3.106518814,-3.248718814,pp_match,Magnetic
467,RbLaI3,1709300,-1.41599033,-1.3059032420000003,-1.4049032420000005,pp_match,Magnetic
468,RbMgBr3,1713245,-1.7756388,-1.5914492779999998,-1.7648492780000002,pp_mismatch,Non-magnetic
469,RbMgCl3,1710601,-2.12816114,-1.906265104,-2.1192651039999997,pp_mismatch,Non-magnetic
470,RbMgF3,646367,-3.48619176,-3.2836513120000004,-3.4258513120000003,pp_mismatch,Non-magnetic
471,RbMnBr3,1575055,-1.36606544,-1.1806591459999995,-1.354059146,pp_mismatch,Magnetic
472,RbMnCl3,1549204,-1.67161458,-1.4492159239999993,-1.6622159239999994,pp_mismatch,Magnetic
473,RbMnF3,8202,-2.81456109,-2.6212948380000003,-2.763494838,pp_mismatch,Magnetic
474,RbMnI3,1709301,-0.91681844,-0.8066175479999997,-0.9056175479999999,pp_mismatch,Magnetic
475,RbMoBr3,1718096,-0.90211766,-0.7352146720000006,-0.9086146720000006,pp_match,Magnetic
476,RbMoCl3,1718074,-1.17469063,-0.9741853540000003,-1.1871853540000004,pp_match,Magnetic
477,RbMoF3,1711913,-2.06222983,-1.9120161779999996,-2.0542161779999994,pp_match,Magnetic
478,RbMoI3,1709295,-0.5093627,-0.41564343000000026,-0.51464343,pp_match,Magnetic
479,RbNdBr3,1714548,-1.80322795,-1.6163685700000001,-1.7897685700000001,pp_match,Magnetic
480,RbNdCl3,1714549,-2.1051101,-1.882522824,-2.095522824,pp_match,Magnetic
481,RbNdF3,1706473,-3.24460312,-3.0576121,-3.1998121,pp_match,Magnetic
482,RbNdI3,1709290,-1.36459031,-1.2532573560000007,-1.3522573560000004,pp_match,Magnetic
483,RbNiBr3,1548752,-1.04554736,-0.845953792,-1.019353792,pp_mismatch,Magnetic
484,RbNiCl3,1575618,-1.2942717,-1.059611464,-1.2726114640000001,pp_mismatch,Magnetic
485,RbNiF3,1386028,-2.33634074,-2.0835105740000004,-2.2257105740000003,pp_mismatch,Non-magnetic
486,RbPbBr3,1709260,-1.44301872,-1.2385412319999998,-1.4119412320000002,pp_match,Non-magnetic
487,RbPbCl3,1386719,-1.68675001,-1.445957794,-1.658957794,pp_match,Non-magnetic
488,RbPbF3,646371,-2.72234407,-2.5145019299999998,-2.6567019299999997,pp_match,Non-magnetic
489,RbPbI3,1709296,-1.05532349,-0.9265009820000003,-1.025500982,pp_match,Non-magnetic
490,RbPdBr3,1431731,-1.10339077,-0.9340308789999998,-1.1074308790000003,pp_match,Non-magnetic
491,RbPdCl3,1549216,-1.30220725,-1.0996604639999998,-1.3126604639999995,pp_match,Non-magnetic
492,RbPdF3,13107,-2.09620147,-1.9320010900000009,-2.0742010900000007,pp_match,Non-magnetic
493,RbPdI3,1722703,-0.81259372,-0.7175790019999999,-0.8165790020000001,pp_match,Non-magnetic
494,RbPrBr3,1718012,-1.80431341,-1.6186566200000003,-1.7920566200000003,pp_match,Magnetic
495,RbPrCl3,1718075,-2.10220577,-1.8807508220000004,-2.0937508220000005,pp_match,Magnetic
496,RbPrF3,1706471,-3.21881339,-3.032953302,-3.175153302,pp_match,Magnetic
497,RbPrI3,1709302,-1.36927963,-1.2592231280000004,-1.3582231280000001,pp_match,Magnetic
498,RbPtCl3,1722734,-1.16033474,-0.9554976159999997,-1.1684976159999998,pp_match,Magnetic
499,RbPtF3,1706399,-1.81204108,-1.6413995159999994,-1.7835995159999993,pp_match,Magnetic
500,RbPtI3,1711981,-0.71440908,-0.6181670239999999,-0.7171670240000001,pp_match,Magnetic
501,RbRhBr3,1718042,-0.97217997,-0.7855714839999997,-0.9589714840000001,pp_mismatch,Magnetic
502,RbRhF3,1706472,-2.03291909,-1.847129744,-1.989329744,pp_mismatch,Magnetic
503,RbRhI3,1711972,-0.66828605,-0.5537571059999999,-0.6527571060000001,pp_mismatch,Magnetic
504,RbScBr3,1575112,-1.7638267,-1.5693554600000001,-1.7427554600000001,pp_match,Magnetic
505,RbSmBr3,1718043,-1.79635941,-1.604470814,-1.7778708140000004,pp_match,Magnetic
506,RbSmCl3,1709270,-2.10436711,-1.8768406599999996,-2.0898406599999997,pp_match,Magnetic
507,RbSmF3,1706437,-3.23292432,-3.041836522,-3.184036522,pp_match,Magnetic
508,RbSmI3,1711982,-1.35149143,-1.2349456919999997,-1.3339456919999997,pp_match,Magnetic
509,RbSnBr3,1383319,-1.39499112,-1.169615718,-1.365415718,pp_match,Non-magnetic
510,RbSnCl3,1432128,-1.63339416,-1.3716439249999999,-1.6070439250000002,pp_match,Non-magnetic
511,RbSnF3,1576182,-2.65490067,-2.4263586100000003,-2.5909586100000004,pp_match,Non-magnetic
512,RbSnI3,1706480,-1.01484446,-0.8648877240000001,-0.9862877239999999,pp_match,Non-magnetic
513,RbSrBr3,1718010,-2.15056883,-1.964314584,-2.1377145840000003,pp_match,Non-magnetic
514,RbSrCl3,1385302,-2.45802113,-2.235669184,-2.448669184,pp_match,Non-magnetic
515,RbSrF3,1344546,-3.5850041,-3.3955200460000006,-3.5377200460000005,pp_match,Non-magnetic
516,RbTiCl3,1725961,-1.8231929,-1.6078932339999996,-1.833693234,pp_mismatch,Magnetic
517,RbTiF3,1706438,-3.01812214,-2.825091242,-2.9800912420000003,pp_mismatch,Magnetic
518,RbTiI3,1711973,-1.00666474,-0.903391788,-1.015191788,pp_mismatch,Magnetic
519,RbTmBr3,1718068,-1.7273336,-1.55103636,-1.7244363600000003,pp_match,Magnetic
520,RbTmCl3,1285831,-2.0561792,-1.8437986579999994,-2.0567986579999995,pp_match,Non-magnetic
521,RbTmF3,1706439,-3.24498824,-3.066113804,-3.208313804,pp_match,Magnetic
522,RbTmI3,1711974,-1.2624683,-1.16216412,-1.2611641199999999,pp_match,Magnetic
523,RbVBr3,1711914,-1.31049581,-1.1508822079999992,-1.3242822079999996,pp_mismatch,Magnetic
524,RbVCl3,1575647,-1.64156435,-1.44726985,-1.6602698500000002,pp_mismatch,Magnetic
525,RbVF3,5466,-2.84527792,-2.6814285440000005,-2.8236285440000004,pp_mismatch,Magnetic
526,RbVI3,1718005,-0.85050861,-0.7656411759999999,-0.8646411759999997,pp_mismatch,Magnetic
527,RbYI3,1711975,-1.33046037,-1.22758091,-1.3265809099999997,pp_match,Magnetic
528,RbYbBr3,1709182,-2.17972053,-1.992871406,-2.166271406,pp_match,Non-magnetic
529,RbYbCl3,1709268,-2.52713825,-2.305460326,-2.518460326,pp_match,Non-magnetic
530,RbYbF3,646370,-3.87580627,-3.6987559340000002,-3.840955934,pp_match,Non-magnetic
531,RbYbI3,1718078,-1.67371742,-1.560721612,-1.6597216119999998,pp_match,Non-magnetic
532,RbZnBr3,1718051,-1.34668161,-1.1361975799999997,-1.3095975800000001,pp_match,Non-magnetic
533,RbZnCl3,1718076,-1.63574811,-1.3884449939999999,-1.601444994,pp_match,Non-magnetic
534,RbZnF3,1250674,-2.76725137,-2.5515954979999997,-2.6937954979999996,pp_match,Non-magnetic
535,RbZnI3,1711976,-0.91969091,-0.7856781439999998,-0.8846781439999998,pp_match,Non-magnetic
536,SmLiF3,1713548,-3.22566136,-3.048762462,-3.190962462,pp_match,Magnetic
537,SnLiF3,1713549,-2.67178938,-2.4612199820000003,-2.625819982,pp_match,Non-magnetic
538,SrAgF3,1726026,-2.40136009,-2.203740452000001,-2.3459404520000007,pp_match,Non-magnetic
539,SrLiCl3,1726027,-2.26729682,-2.0533431020000004,-2.2663431020000004,pp_match,Non-magnetic
540,SrLiF3,1440786,-3.69766216,-3.5260022940000004,-3.6682022940000003,pp_match,Non-magnetic
