file_name,index,label
AuZnBr3.cif,0,-0.135923634
HgBeBr3.cif,1,-0.392708852
HgZnBr3.cif,2,-0.4408563
AuPdI3.cif,3,0.262672328
InCdF3.cif,4,-2.102879448
NaMgI3.cif,5,-1.060553058
NaCdI3.cif,6,-0.730102198
BaCuCl3.cif,7,-1.77037927
PtLiF3.cif,8,-1.384593778
RbFeCl3.cif,9,-1.390088528
FeBeBr3.cif,10,0.041728634
NaNiI3.cif,11,-0.492411272
AuMnCl3.cif,12,-0.495153648
K_SrI3.cif,13,-1.619126244
CuMgBr3.cif,14,-0.638094396
NaCdBr3.cif,15,-1.150413782
CuMgCl3.cif,16,-1.010689816
NaBeF3.cif,17,-3.131556964
CsNiBr3.cif,18,-1.026848176
NaFeBr3.cif,19,-0.905520016
HgPtBr3.cif,20,-0.178194566
CuFeI3.cif,21,0.430397904
RbHgI3.cif,22,-0.765534712
RbPtF3.cif,23,-1.814913364
CsV_F3.cif,24,-2.804567602
TiLiBr3.cif,25,-0.703158682
CuCoCl3.cif,26,-0.195601292
RbBeCl3.cif,27,-1.552336854
CsHgF3.cif,28,-2.18371774
NaPtCl3.cif,29,-1.007205124
HgCrI3.cif,30,-0.125946844
K_CaI3.cif,31,-1.5898541
InBeBr3.cif,32,-0.738805292
NaNiCl3.cif,33,-1.159705764
CsCuF3.cif,34,-2.2181249
AgMnCl3.cif,35,-0.77070382
K_SnCl3.cif,36,-1.55986544
HgBeI3.cif,37,0.003699662
TlCrCl3.cif,38,-1.180255562
TlCaF3.cif,39,-3.240885076
RbCrF3.cif,40,-2.706344216
CuMnF3.cif,41,-1.767628184
NaMnF3.cif,42,-2.677947716
AuCrCl3.cif,43,-0.485977004
AgCdI3.cif,44,-0.017951398
NaCaI3.cif,45,-1.4125539
HgFeI3.cif,46,0.045424456
AuNiF3.cif,47,-1.161041928
HgSnI3.cif,48,-0.243705144
SrCuF3.cif,49,-2.623702886
InSnBr3.cif,50,-0.821983876
RbPbCl3.cif,51,-1.660107926
CsCrBr3.cif,52,-1.32020882
NaZnBr3.cif,53,-1.129829352
LiBeI3.cif,54,-0.355496808
InTiBr3.cif,55,-0.970910516
NaTiF3.cif,56,-2.839707412
PbCuF3.cif,57,-1.795619224
SrCuI3.cif,58,-0.859866352
AuBaF3.cif,59,-2.126494286
CuZnBr3.cif,60,-0.192937744
InCrCl3.cif,61,-1.083009066
CsPtBr3.cif,62,-1.00565525
RbMgI3.cif,63,-1.268011476
RbCrBr3.cif,64,-1.29047463
AgCaF3.cif,65,-2.776740774
AgCuBr3.cif,66,-0.230702382
AgZnBr3.cif,67,-0.431421062
CsMgF3.cif,68,-3.390179368
CsBaCl3.cif,69,-2.47878874
RbPdI3.cif,70,-0.812916604
AuFeCl3.cif,71,-0.253311034
AuPbI3.cif,72,0.194371166
K_SrCl3.cif,73,-2.401078396
NaMnBr3.cif,74,-1.157755016
AgPtF3.cif,75,-0.926413178
K_BeF3.cif,76,-3.030558258
K_CdBr3.cif,77,-1.317674884
InCaCl3.cif,78,-1.915552346
InCdI3.cif,79,-0.438181298
K_MgI3.cif,80,-1.225752434
AuCaCl3.cif,81,-1.181712512
CsTiBr3.cif,82,-1.514148408
CsTiF3.cif,83,-2.999101456
NaCrI3.cif,84,-0.657414516
K_PdF3.cif,85,-2.083474218
CsFeBr3.cif,86,-1.10962896
CsBaI3.cif,87,-1.754191222
HgCoCl3.cif,88,-0.418641666
K_FeCl3.cif,89,-1.370844036
AuCoCl3.cif,90,-0.12917871
InBaF3.cif,91,-2.912978594
InBaBr3.cif,92,-1.560702274
AuHgI3.cif,93,0.425745878
BaCuF3.cif,94,-2.739871826
CdLiF3.cif,95,-2.482375028
TlV_Cl3.cif,96,-1.22358913
NaCdF3.cif,97,-2.47132442
CsMgCl3.cif,98,-2.141651066
K_CrBr3.cif,99,-1.261121892
NaMgCl3.cif,100,-1.957517766
K_ZnI3.cif,101,-0.845003176
CaLiCl3.cif,102,-2.074568076
TlNiCl3.cif,103,-0.858662512
AuV_Cl3.cif,104,-0.566630022
RbFeF3.cif,105,-2.495843674
BaNaCl3.cif,106,-2.302828026
