file_name,index,label
TiLiBr3.cif,0,-0.703158682
LiCrF3.cif,1,-2.478508552
AuMgCl3.cif,2,-0.933322426
NaSnF3.cif,3,-2.456332196
NaV_F3.cif,4,-2.751693346
AgCrF3.cif,5,-1.932070812
InCaBr3.cif,6,-1.590386306
InSrF3.cif,7,-3.049730902
AuHgCl3.cif,8,-0.028483748
CuZnBr3.cif,9,-0.192937744
NaCuI3.cif,10,-0.533519092
CuBeI3.cif,11,0.335511696
CsMnF3.cif,12,-2.760168996
TlSrI3.cif,13,-1.231492552
InCaCl3.cif,14,-1.915552346
CsTiCl3.cif,15,-1.844265338
AgPdCl3.cif,16,-0.452408566
InBaCl3.cif,17,-1.845090288
CdLiI3.cif,18,-0.32395322
HgMgF3.cif,19,-2.574411286
BaLiBr3.cif,20,-2.054054964
AgMgBr3.cif,21,-0.878869874
InBeI3.cif,22,-0.281686162
CsHgCl3.cif,23,-1.345822412
RbBeF3.cif,24,-2.900134318
K_BeF3.cif,25,-3.030558258
K_HgBr3.cif,26,-1.05141151
HgTiF3.cif,27,-2.475511946
AuCdBr3.cif,28,-0.125279736
PbHgCl3.cif,29,-0.532429496
RbPbI3.cif,30,-1.026636816
HgCrBr3.cif,31,-0.513733738
LiBeCl3.cif,32,-1.329578128
InMnCl3.cif,33,-1.131843826
SrNaBr3.cif,34,-1.7807547
TlMnF3.cif,35,-2.347312212
AuPdCl3.cif,36,-0.158082064
K_SrI3.cif,37,-1.619126244
NaFeI3.cif,38,-0.448658332
AuPbF3.cif,39,-1.410016498
NaPtBr3.cif,40,-0.805142974
AgTiBr3.cif,41,-0.659387356
NaPdCl3.cif,42,-1.154871888
RbMgF3.cif,43,-3.465899554
CsPtBr3.cif,44,-1.00565525
RbPdCl3.cif,45,-1.31338058
LiNiI3.cif,46,-0.348797204
CuCrBr3.cif,47,-0.203667264
PtLiCl3.cif,48,-0.168256466
SrLiBr3.cif,49,-1.89306094
LiMnBr3.cif,50,-1.00262311
CaLiF3.cif,51,-3.59795903
TiCuF3.cif,52,-1.522455718
InSrI3.cif,53,-1.128135262
CsTiF3.cif,54,-2.999101456
RbFeBr3.cif,55,-1.080905054
CsFeI3.cif,56,-0.686225466
NaBeBr3.cif,57,-1.074059534
AgFeBr3.cif,58,-0.216757452
TiLiCl3.cif,59,-1.075716714
LiCrCl3.cif,60,-1.29290738
RbCoF3.cif,61,-2.348531072
NaCaCl3.cif,62,-2.24476479
AgFeF3.cif,63,-1.697071276
HgPtCl3.cif,64,-0.326627214
SrNaF3.cif,65,-3.405991
AuPbI3.cif,66,0.194371166
InMnF3.cif,67,-2.255860344
K_CdI3.cif,68,-0.903901312
TlCoCl3.cif,69,-0.834721276
NaCrF3.cif,70,-2.614146304
AgZnCl3.cif,71,-0.734266466
InCrI3.cif,72,-0.365732574
CuCrI3.cif,73,0.235951404
CuCrF3.cif,74,-1.75686922
CsNiCl3.cif,75,-1.258905834
HgLiBr3.cif,76,-0.544786164
AuSnI3.cif,77,0.175611434
PtCuCl3.cif,78,0.21826319
HgFeI3.cif,79,0.045424456
AuBaF3.cif,80,-2.126494286
AgCdF3.cif,81,-1.724282992
HgCaBr3.cif,82,-1.212371386
TlFeI3.cif,83,-0.252364694
TlBeI3.cif,84,-0.359034176
HgNiBr3.cif,85,-0.227553152
AuHgF3.cif,86,-0.868318304
CsBeCl3.cif,87,-1.522471738
AgPdI3.cif,88,0.032718238
SrLiCl3.cif,89,-2.270040508
InPbBr3.cif,90,-0.86382683
TlCuCl3.cif,91,-0.897647874
PbLiI3.cif,92,-0.608208076
TlNiF3.cif,93,-1.865816936
K_BaF3.cif,94,-3.419225184
RbTiCl3.cif,95,-1.82262431
HgCuBr3.cif,96,-0.234618622
K_CdCl3.cif,97,-1.589055048
RbCaCl3.cif,98,-2.457051764
AuZnBr3.cif,99,-0.135923634
AuCuBr3.cif,100,0.052024178
NaHgF3.cif,101,-1.965197994
AgPdBr3.cif,102,-0.251050288
AuBaBr3.cif,103,-0.809567196
RbNiCl3.cif,104,-1.271144608
SrCuBr3.cif,105,-1.308802198
CsZnI3.cif,106,-0.93211132
TlHgF3.cif,107,-1.712031616
HgCaI3.cif,108,-0.814819268
SrNaI3.cif,109,-1.271502322
CdCuF3.cif,110,-1.61072471
K_BeBr3.cif,111,-1.195782738
TlPtBr3.cif,112,-0.574416834
LiFeCl3.cif,113,-1.085708138
TlBaCl3.cif,114,-1.951277484
K_CuBr3.cif,115,-1.049411898
CsMgF3.cif,116,-3.390179368
AgCrBr3.cif,117,-0.42897171
